"Name","LogicProjectile","ParentProjectileForSkin","Disabled","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","HideTime","Scale","RandomStartFrame","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnItem","SpawnAreaEffectTrail","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","ChainBullet","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","OnCreateAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ColtRankedOverchargedBuddyProjectile","GunslingerOverchargedProjectile","GunslingerProjectile","","sc/effects_brawler_colt.sc","","","colt_011_oc_atk_keychain_projectile","colt_011_oc_atk_keychain_projectile_red","shadow_normal_circle","","","","","","","colt_011_oc_atk_key_hit","colt_011_oc_atk_key_hit","colt_011_oc_atk_key_reached","","","100","","","","","","","","","","colt_011_oc_atk_key_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ColtRankedOverchargedUltiProjectile","GunslingerOverchargedUltiProjectile","GunslingerUltiProjectile","","sc/effects_brawler_colt.sc","","","colt_011_ulti_projectile_HC","colt_011_ulti_projectile_red_HC","shadow_normal_circle","","","","","","","colt_011_ulti_hit_hc","colt_011_ulti_hit_hc","colt_def_oc_reached","","0","125","","","","","","","","","","colt_def_oc_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusOverchargedUltiProjectile","CactusOverchargedUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_def_oc_projectile","spike_def_oc_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","2","","","","CactusOverchargeUltiExplosion","","","","","spike_def_oc_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerProjectile","CookerProjectile","","","sc/effects_brawler.sc","","","pearl_def_atk_projectile","pearl_def_atk_projectile_red","shadow_normal_circle","","","","","","","cooker_def_atk_hit","cooker_def_atk_hit","cooker_def_atk_reached","","0","80","","","","","","","","","","Dummy_effect","cooker_def_atk_trail_fire","cooker_def_atk_trail_heal","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl002Projectile","CookerProjectile","CookerProjectile","","sc/effects_brawler.sc","","","pearl_002_atk_projectile","pearl_002_atk_projectile_red","shadow_normal_circle","","","","","","","pearl_002_atk_hit","pearl_002_atk_hit","pearl_002_atk_reached","","0","80","","","","","","","","","","pearl_002_atk_trail","cooker_def_atk_trail_fire","cooker_def_atk_trail_heal","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl003Projectile","CookerProjectile","CookerProjectile","","sc/effects_brawler.sc","","","pearl_003_atk_projectile","pearl_003_atk_projectile_red","shadow_normal_circle","k","","","","","","pearl_003_atk_hit","pearl_003_atk_hit","pearl_003_atk_reached","","0","80","","","","","","","","","","Dummy_effect","cooker_def_atk_trail_fire","cooker_def_atk_trail_heal","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl004Projectile_k2","CookerProjectile","CookerProjectile","","sc/effects_brawler_pearl.sc","","","pearl_004_atk_projectile_k2","pearl_004_atk_projectile_k2_red","shadow_normal_circle_big","","","","","","","pearl_004_atk_hit_k2","pearl_004_atk_hit_k2","pearl_004_atk_reached_k2","","0","80","","","","","","","","","","pearl_004_atk_trail_k2","pearl_004_atk_trail_k2","pearl_004_atk_trail_k2","","","","","","","true","","","","","","","","","","2","","15","-450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorProjectile","ConductorProjectile","","","sc/effects_brawler.sc","","","chuck_def_atk_projectile","chuck_def_atk_projectile_red","shadow_normal_circle_big","","","","","","","chuck_def_atk_reached","chuck_def_atk_hit","chuck_def_atk_reached","","0","100","2","","","","","","","","","chuck_def_atk_trail","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorUltiProjectile","ConductorUltiProjectile","","","sc/effects_brawler.sc","","","chuck_def_ulti_projectile","chuck_def_ulti_projectile_red","shadow_normal_circle","","","","","","","","","","","0","100","","","","","","","","ConductorSign","","chuck_def_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorOverchargedProjectile","ConductorOverchargedProjectile","","","sc/effects_brawler_chuck.sc","","","chuck_def_oc_ulti2_projectile","chuck_def_oc_ulti2_projectile_red","shadow_normal_circle_big","","","","","","","chuck_def_oc_ulti2_reached","chuck_def_oc_ulti2_hit","chuck_def_oc_ulti2_reached","","0","100","2","","","","","","","","","chuck_def_oc_ulti2_trail","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor002Projectile","ConductorProjectile","ConductorProjectile","","sc/effects_brawler.sc","","","chuck_002_atk_projectile","chuck_002_atk_projectile_red","shadow_normal_circle_big","","","","","","","chuck_002_atk_reached","chuck_002_atk_hit","chuck_002_atk_reached","","0","100","2","","","","","","","","","chuck_002_atk_trail","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor002UltiProjectile","ConductorUltiProjectile","ConductorUltiProjectile","","sc/effects_brawler.sc","","","chuck_002_ulti_projectile","chuck_002_ulti_projectile_red","shadow_normal_circle","","","","","","","","","","","0","100","","","","","","","","Conductor002Sign","","chuck_002_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor003Projectile","ConductorProjectile","ConductorProjectile","","sc/effects_brawler.sc","","","chuck_003_atk_projectile","chuck_003_atk_projectile_red","shadow_normal_circle_big","","","","","","","chuck_003_atk_reached","chuck_003_atk_hit","chuck_003_atk_reached","","0","100","2","","","","","","","","","chuck_003_atk_trail","","","","","","UseVerticalMirroring","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor003UltiProjectile","ConductorUltiProjectile","ConductorUltiProjectile","","sc/effects_brawler.sc","","","chuck_003_ulti_projectile","chuck_003_ulti_projectile_red","shadow_normal_circle","","","","","","","","","","","0","100","","","","","","","","Conductor003Sign","","chuck_003_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerProjectile","CocoonerProjectile","","","sc/effects_brawler.sc","","","charlie_def_prj","charlie_def_prj_red","shadow_normal_circle","","","","","","","charlie_def_hit_env","charlie_def_hit","","Gen_hit","0","60","","","","","","","","","","charlie_def_prj_trail","","","","","","DoNotRotateClip","CocoonerProjectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerProjectile2","CocoonerProjectile2","","","sc/effects_brawler.sc","","","charlie_def_prj","charlie_def_prj_red","shadow_normal_circle","","","","","","","charlie_def_hit_env","charlie_def_hit_red","","Gen_hit","0","60","","","","","","","","","","charlie_def_prj_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerUltiProjectile","CocoonerUltiProjectile","","","sc/effects_brawler.sc","","","charlie_def_ulti_prj","charlie_def_ulti_prj_red","shadow_normal_circle_big","","","","","","","charlie_def_hit_env","charlie_def_hit","charlie_def_ulti_reached","","0","110","1","","","","","","","","","charlie_ulti_prj_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner002Projectile","CocoonerProjectile","CocoonerProjectile","","sc/effects_brawler.sc","","","charlie_002_atk_projectile_01","charlie_002_atk_projectile_01_red","shadow_normal_circle_big","","","","","","","charlie_002_atk_hitEnv","charlie_002_atk_hit","","Gen_hit","0","60","","","","","","","","","","charile_002_atk_trail_01","","","","","","DoNotRotateClip","Cocooner002Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner002Projectile2","CocoonerProjectile2","CocoonerProjectile2","","sc/effects_brawler.sc","","","charlie_002_atk_projectile_02","charlie_002_atk_projectile_02_red","shadow_normal_circle_big","","","","","","","Gen_hit","charlie_002_atk_hit_red","","Gen_hit","0","60","","","","","","","","","","charile_002_atk_trail_02","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner002UltiProjectile","CocoonerUltiProjectile","CocoonerUltiProjectile","","sc/effects_brawler.sc","","","charlie_002_ulti_projectile","charlie_002_ulti_projectile_red","shadow_normal_circle_big","","","","","","","charlie_002_atk_hitEnv","charlie_002_atk_hit","charlie_002_ulti_reached","","0","130","2","","","","","","","","","charile_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner003Projectile","CocoonerProjectile","CocoonerProjectile","","sc/effects_brawler.sc","","","charlie_003_atk_projectile_01","charlie_003_atk_projectile_01_red","shadow_normal_circle_big","","","","","","","charlie_003_atk_hitEnv","charlie_003_atk_hit","","Gen_hit","0","60","","","","","","","","","","charlie_003_atk_trail_01","","","","","","DoNotRotateClip","Cocooner003Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner003Projectile2","CocoonerProjectile2","CocoonerProjectile2","","sc/effects_brawler.sc","","","charlie_003_atk_projectile_02","charlie_003_atk_projectile_02_red","shadow_normal_circle_big","","","","","","","Gen_hit","charlie_003_atk_hit_red","","Gen_hit","0","60","","","","","","","","","","charlie_003_atk_trail_02","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner003UltiProjectile","CocoonerUltiProjectile","CocoonerUltiProjectile","","sc/effects_brawler.sc","","","charlie_003_ulti_projectile","charlie_003_ulti_projectile_red","shadow_normal_circle_big","","","","","","","charlie_003_ulti_reached","charlie_003_atk_hit","charlie_003_ulti_reached","","0","110","2","","","","","","","","","charlie_003_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerOverchargedUltiProjectile","CocoonerOverchargedUltiProjectile","CocoonerUltiProjectile","","sc/effects_brawler.sc","","","charlie_def_oc_prj","charlie_def_oc_prj_red","shadow_normal_circle_big","","","","","","","charlie_def_hit_env","charlie_def_hit","charlie_def_oc_reached","","0","110","1","","","","","","","","","charlie_def_oc_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner004Projectile","CocoonerProjectile","CocoonerProjectile","","sc/effects_brawler_charlie.sc","","","charlie_004_atk_projectile_01","charlie_004_atk_projectile_01_red","shadow_normal_circle_big","","","","","","","charlie_004_atk_hitEnv","charlie_004_atk_hit","","Gen_hit","0","60","","","","","","","","","","charlie_004_atk_trail_01","","","","","","DoNotRotateClip","Cocooner004Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner004Projectile2","CocoonerProjectile2","CocoonerProjectile2","","sc/effects_brawler_charlie.sc","","","charlie_004_atk_projectile_02","charlie_004_atk_projectile_02_red","shadow_normal_circle_big","","","","","","","Gen_hit","charlie_004_atk_hit_red","","Gen_hit","0","60","","","","","","","","","","charlie_004_atk_trail_02","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cocooner004UltiProjectile","CocoonerUltiProjectile","CocoonerUltiProjectile","","sc/effects_brawler_charlie.sc","","","charlie_004_ulti_projectile","charlie_004_ulti_projectile_red","shadow_normal_circle_big","","","","","","","charlie_004_atk_hitEnv","charlie_004_atk_hit","charlie_004_ulti_reached","","0","110","2","","","","","","","","","charlie_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
